ID,x,y,year,log_area,material,log_dist_wetland,submerged_veg,shore_veg,reed,logS,little_grebe,black-winged_stilt,little-ringed_plover,moorhen,mallard,common_shelduck,common_coot
78.,693425.5,4.206565e6,1.,-0.572761312989156,1.,8.249836485425702,0.,1.,1.,6.505427272287827,1,1,0,0,1,0,0
82.,692150.7,4.208593e6,1.,-0.5423902530008181,1.,7.8328075165248645,0.,0.,0.,7.348595392047582,0,0,0,0,0,0,0
83.,692377.6,4.208045e6,1.,-1.269233363848273,1.,7.90100705199242,0.,0.,0.,7.100535052635084,1,1,0,0,0,0,0
84.,692461.4,4.207938e6,1.,-2.6460900009794392,0.,7.927685045615778,0.,0.,0.,7.0274159711835065,0,0,0,0,0,0,0
85.,692541.7,4.207898e6,1.,-1.475068745840211,1.,7.955425088912672,0.,0.,1.,6.9809131202036925,0,0,0,0,0,0,0
86.,692352.9,4.208681e6,1.,0.06765864847381486,1.,7.913155185928068,0.,0.,0.,7.293151220096353,0,0,0,0,1,0,0
87.,692374.8,4.208581e6,1.,-0.0009224253034399218,1.,7.917171988845776,0.,0.,0.,7.28080291703175,0,1,0,0,0,1,0
88.,692787.9,4.208102e6,1.,0.03922071315328133,1.,8.043663352393944,1.,1.,0.,6.939798760707035,1,1,0,0,0,0,0
89.,692808.,4.208025e6,1.,-1.375979740192766,1.,8.047509510981422,0.,1.,0.,6.906871847654215,0,0,0,0,0,0,0
90.,694094.3,4.204099e6,1.,0.6575200029167941,1.,8.543640361431086,0.,0.,0.,6.802300944781346,1,1,1,0,0,0,0
91.,695049.8,4.203996e6,1.,-1.0285807567756795,0.,8.38662882139512,0.,0.,0.,6.9302246107868015,0,0,0,0,0,0,0
92.,695118.3,4.204724e6,1.,-0.36976307826650895,1.,8.28576542051433,1.,1.,1.,7.024440519213342,1,1,1,0,0,0,1
93.,695118.3,4.204624e6,1.,-0.8584535206914815,1.,8.303999970955196,0.,1.,1.,7.021314013017116,0,0,0,0,0,0,1
94.,695015.6,4.204638e6,1.,-1.7630087603963496,0.,8.318498320504338,0.,0.,0.,7.007742437430126,0,0,0,0,0,0,0
95.,694978.5,4.204712e6,1.,-0.3811301204335705,1.,8.311889558230359,0.,1.,1.,7.002370571053543,1,0,0,1,0,0,0
96.,694275.3,4.202633e6,1.,0.7654678421395714,1.,8.665095821339733,0.,0.,0.,6.494918760223803,1,1,0,0,0,0,0
97.,692786.5,4.207596e6,1.,-1.7089102419789903,1.,8.033009498596668,0.,0.,0.,6.789627214111101,0,0,0,0,0,0,0
98.,685218.5,4.199975e6,1.,-1.353819426578689,0.,9.02437217426203,0.,0.,0.,6.251971540746046,0,0,0,0,0,0,0
99.,686504.5,4.199422e6,1.,-0.6473519729895121,1.,9.0410929746695,0.,0.,0.,6.303726696541432,1,1,1,0,0,0,0
100.,678231.1,4.229301e6,1.,-2.3306348344408025,0.,9.504948404498696,0.,0.,0.,7.4429167413109445,0,0,0,0,0,0,0
101.,678063.,4.229756e6,1.,-3.286084574561651,0.,9.518413134075697,1.,0.,0.,7.400267202189493,0,0,0,0,0,0,0
102.,678076.7,4.229729e6,1.,-3.0134686370442885,0.,9.517751539608959,0.,0.,0.,7.403935432268698,0,0,0,0,0,0,0
103.,677933.7,4.230102e6,1.,-2.5669413401423298,0.,9.529157673358675,0.,0.,0.,7.380299740656829,0,0,0,0,0,0,0
104.,677892.,4.23021e6,1.,-2.1297500579626596,0.,9.53249633228804,1.,0.,1.,7.377479759977401,0,0,0,1,0,0,0
105.,677991.,4.230334e6,1.,-0.6426460998908331,1.,9.543879740512757,1.,1.,1.,7.422108946015251,1,0,1,1,0,0,0
106.,678007.9,4.231365e6,1.,-1.423116034272252,0.,9.596894455192587,0.,0.,0.,7.468384136597515,0,0,0,0,0,0,0
107.,678091.3,4.231276e6,1.,-1.6075846308218558,0.,9.596282813595483,0.,0.,0.,7.499471160513273,0,0,0,0,0,0,0
108.,678209.8,4.230958e6,1.,-0.3407481653886703,0.,9.585964638073326,1.,0.,0.,7.559434855310435,0,0,0,0,0,0,0
109.,678189.3,4.231026e6,1.,-1.0940905272575727,0.,9.588365764325566,0.,0.,0.,7.552184298930159,0,0,0,0,0,0,0
110.,678191.4,4.231081e6,1.,-1.4690066289003314,0.,9.591171199125986,1.,0.,0.,7.548593496063077,0,0,0,0,0,0,0
111.,678308.9,4.230973e6,1.,-1.4992077726649795,0.,9.591376166161172,1.,0.,0.,7.576474931262071,0,0,0,0,0,0,0
112.,678261.5,4.231074e6,1.,-0.8719891979783879,0.,9.594105053105007,0.,0.,0.,7.5635216276475425,0,0,0,0,0,0,0
113.,678335.8,4.230928e6,1.,-2.422799832848018,0.,9.590419293693932,1.,0.,0.,7.57955678387742,0,0,0,0,0,0,0
114.,678277.6,4.230669e6,1.,-1.5191585478043788,0.,9.57491403870827,0.,0.,0.,7.550628187083506,0,0,0,0,0,0,0
115.,678999.2,4.230241e6,1.,0.25464221837358075,0.,9.590487672100057,0.,0.,0.,7.650939957300558,0,0,0,0,0,0,0
116.,678502.8,4.230416e6,1.,-0.48273553709977984,0.,9.57366316988638,0.,0.,0.,7.577742354352582,1,0,0,0,0,0,0
117.,677486.,4.22892e6,1.,-2.729253408753313,1.,9.442721128642875,1.,0.,0.,7.1676034230806165,0,0,0,0,0,0,0
118.,677304.1,4.2289e6,1.,0.131028262406404,0.,9.431000842996585,0.,0.,0.,7.130773666055857,0,0,0,0,0,0,0
119.,677275.8,4.229026e6,1.,0.4054651081081644,0.,9.436200230784621,0.,0.,0.,7.129264225408914,0,0,0,0,0,0,0
121.,676570.2,4.230095e6,1.,1.297463147413275,0.,9.458371638798171,0.,0.,0.,7.1806690501769035,0,1,1,0,0,0,0
122.,676453.5,4.230292e6,1.,0.28517894223366247,0.,9.46412951340478,0.,0.,0.,7.164432107521965,0,0,1,0,0,0,0
123.,676202.7,4.230001e6,1.,-0.9077299799000625,0.,9.433883843311719,0.,0.,0.,7.120063621372901,0,0,0,0,0,0,0
124.,676249.6,4.229963e6,1.,-2.5547970668056026,0.,9.433963808127244,0.,0.,0.,7.1242772190556005,0,0,0,0,0,0,0
125.,684988.1,4.23245e6,1.,-1.0814749748722565,1.,9.188503677367008,1.,0.,0.,7.126560999509974,0,0,0,0,0,0,0
126.,685223.1,4.232598e6,1.,-0.5718255243240179,0.,9.170351363759819,0.,0.,0.,7.157595671049763,0,0,1,0,0,0,0
127.,685293.4,4.232673e6,1.,-1.924025377201868,0.,9.166074955678168,0.,0.,0.,7.155199731321807,0,0,0,0,0,0,0
128.,685500.3,4.232804e6,1.,-1.4542905865664006,0.,9.1503780308035,0.,0.,0.,7.164200965253831,0,0,0,0,0,0,0
129.,685419.8,4.232519e6,1.,-1.2733800473672086,0.,9.148039345778804,0.,0.,0.,7.190907153469151,0,0,0,0,0,0,0
130.,685945.3,4.232684e6,1.,-1.0701764468077115,0.,9.100413892597578,0.,0.,0.,7.229135944066824,0,0,0,0,0,0,0
131.,685905.7,4.23274e6,1.,-0.8168097166544857,1.,9.106866963499908,1.,0.,0.,7.217274056000624,0,0,1,0,0,0,0
132.,686113.8,4.232839e6,1.,-0.7624715355529126,1.,9.089302043599126,1.,0.,1.,7.20438181017991,0,0,0,0,0,0,0
133.,686221.3,4.232349e6,1.,-1.2485065399534387,1.,9.057655284310535,1.,1.,0.,7.254968420623039,0,1,0,0,0,0,0
134.,686481.7,4.232627e6,1.,0.4054651081081644,0.,9.040737587590003,0.,0.,0.,7.261823139335265,0,0,0,0,0,0,0
135.,686701.1,4.232846e6,1.,0.7701082216960737,0.,9.026898187513526,0.,0.,0.,7.21308127905276,0,0,0,0,0,0,0
136.,686508.9,4.232891e6,1.,-1.2931610945272314,0.,9.04981944514108,0.,0.,0.,7.1949432374737485,0,0,0,0,0,0,0
138.,686833.8,4.232523e6,1.,0.1570037488096647,1.,8.996404301412886,0.,0.,0.,7.250104711754174,0,1,1,0,0,0,0
139.,686468.3,4.232454e6,1.,-1.4562276746838987,0.,9.034676602846295,0.,0.,0.,7.268164215834378,0,0,0,0,0,0,0
140.,686550.,4.232478e6,1.,-0.7482350336087943,1.,9.02653771890043,1.,0.,0.,7.269823715221587,0,0,0,0,0,0,0
141.,687786.1,4.232803e6,1.,-1.3175895311129033,0.,8.899321434159964,0.,0.,0.,7.131893565802777,0,0,0,0,0,0,0
142.,687373.,4.232613e6,1.,-1.6755136144290244,0.,8.937875265329263,0.,0.,0.,7.204218996312733,0,0,0,0,0,0,0
144.,687667.4,4.232305e6,1.,0.11332868530700327,0.,8.884887201837403,0.,0.,0.,7.1545718471640525,1,1,0,0,0,0,0
145.,687813.7,4.233567e6,1.,-0.3352559765654324,0.,8.946765374867635,0.,0.,0.,6.885202433690789,0,0,0,0,0,0,0
146.,685509.,4.233505e6,1.,-0.27705078538312033,1.,9.178023770499639,0.,0.,1.,6.993748816871022,0,1,0,0,0,0,0
147.,676472.6,4.221333e6,1.,-1.40141205985189,0.,9.03145291191651,0.,0.,0.,7.040698858927379,0,0,0,0,0,0,0
148.,676356.3,4.221215e6,1.,-1.2923487482773628,1.,9.01602720232985,0.,1.,1.,7.060713891897955,0,0,0,0,0,0,0
149.,676650.2,4.220361e6,1.,-1.0040132707703882,0.,9.046290859969677,0.,0.,0.,6.797277919849377,0,0,0,0,0,0,0
150.,676495.7,4.220855e6,1.,-0.2401612850287959,1.,9.029417836095936,0.,0.,0.,6.98614450357088,0,1,1,0,0,0,0
151.,675966.6,4.220892e6,1.,-1.2803176353585135,0.,8.964311948124514,0.,0.,0.,7.0763572355753785,0,0,0,0,0,0,0
152.,675669.1,4.220925e6,1.,-1.361523702794679,0.,8.925986089617076,0.,0.,0.,7.132208253522994,0,0,1,0,0,0,0
153.,676027.,4.221416e6,1.,-2.6945615829216556,0.,8.978408314628894,0.,0.,0.,7.117106473365714,0,0,0,0,0,0,0
154.,676056.2,4.221444e6,1.,-2.0939462278827174,0.,8.982561092257445,0.,0.,0.,7.112323295868578,0,0,0,0,0,0,0
155.,676225.4,4.221458e6,1.,-1.4762715864382912,1.,9.003562174748238,0.,0.,0.,7.086442430027454,0,0,0,0,0,0,0
156.,675305.,4.220944e6,1.,-0.08338160893905101,0.,8.876684166614451,0.,0.,0.,7.211650246955464,0,1,1,0,0,0,0
157.,675877.7,4.221463e6,1.,-0.8545678897930024,1.,8.960339366492091,1.,0.,0.,7.145396281722192,0,1,0,0,0,0,0
158.,675040.6,4.221413e6,1.,-1.3484168573608852,0.,8.846928500099018,1.,0.,0.,7.253786304107601,0,0,0,0,0,0,0
159.,675064.,4.221504e6,1.,-2.995732273553991,0.,8.852235835227855,1.,0.,0.,7.24344106842887,0,0,0,0,0,0,0
160.,674973.5,4.221013e6,1.,-1.095806229337648,1.,8.830250570199247,0.,1.,1.,7.270182023021917,0,0,0,0,0,0,0
161.,675075.,4.220872e6,1.,-0.9558140908200545,0.,8.843326450242271,0.,0.,0.,7.239967555704587,0,0,0,0,0,0,0
162.,674680.1,4.220721e6,1.,-2.4949448645028416,0.,8.783396232190894,0.,0.,0.,7.276651311818837,0,0,0,0,0,0,0
163.,674719.9,4.221468e6,1.,-2.6897192444174864,0.,8.801469470733185,0.,0.,0.,7.274042040523533,0,0,0,0,0,0,0
164.,674712.7,4.221622e6,1.,-2.7333680090865,0.,8.804475183846678,0.,0.,0.,7.255924489684879,0,0,0,0,0,0,0
165.,673966.9,4.220921e6,1.,-0.10188655684632592,0.,8.670429167315095,0.,0.,0.,7.374478303024225,0,0,1,0,0,0,0
166.,673923.2,4.221045e6,1.,-0.5144705919320904,1.,8.665095821339733,1.,1.,1.,7.374449280116027,1,1,0,1,1,0,0
167.,673897.9,4.22112e6,1.,-1.437246661021091,0.,8.662331957082475,0.,0.,0.,7.365931765506526,0,1,0,0,0,0,0
168.,674231.3,4.22104e6,1.,-0.09614422752544675,1.,8.716535732544495,1.,0.,0.,7.369486058911456,0,1,0,0,0,0,0
169.,674296.5,4.221251e6,1.,0.412109650826833,1.,8.731174900938061,0.,0.,0.,7.351278566459726,0,1,0,0,0,0,0
170.,674111.5,4.220053e6,1.,-0.4393114888919942,1.,8.692490133273228,0.,1.,0.,7.290335389502415,0,0,0,0,0,0,0
183.,703311.2,4.216199e6,1.,-2.949402275971385,0.,7.858640655620791,0.,0.,0.,7.276869043741834,0,0,0,0,0,0,0
185.,703242.5,4.215941e6,1.,-1.3860743853163418,1.,7.752764808851328,1.,1.,0.,7.3167538696527625,0,1,0,0,0,0,0
189.,701503.3,4.215408e6,1.,-2.1461285023951455,0.,7.577121930876679,0.,0.,0.,6.990438141158814,0,0,0,0,0,0,0
193.,701321.5,4.214996e6,1.,0.2700271372130602,1.,7.38770923908104,0.,0.,0.,6.9934666024836885,0,0,1,0,0,0,0
195.,702185.,4.214636e6,1.,-1.6660082639224947,0.,7.023758954738443,0.,0.,0.,6.974173329973767,0,0,0,0,0,0,0
198.,681263.3,4.227055e6,1.,-1.5850380256105652,0.,9.48257880293411,0.,0.,0.,7.6652751621984,0,0,0,0,0,0,0
199.,681763.4,4.227046e6,1.,-2.3198635087943185,0.,9.443909388773974,0.,0.,0.,7.684840233738163,0,0,0,0,0,0,0
201.,681796.8,4.226889e6,1.,-2.211255552705849,0.,9.442324727955874,0.,0.,0.,7.676330555976717,0,0,0,0,0,0,0
202.,681945.9,4.226789e6,1.,-2.332807215183632,0.,9.431241410737613,0.,0.,0.,7.654001807863917,0,0,0,0,0,0,0
203.,681974.8,4.227195e6,1.,-0.9398306340904791,0.,9.426257878198653,0.,0.,0.,7.685827231983636,0,0,0,0,0,0,0
205.,681725.8,4.227446e6,1.,-0.30245194532869224,0.,9.444938073335509,0.,0.,0.,7.707786694291682,0,0,0,0,0,0,0
206.,681757.5,4.2277e6,1.,-2.3668249920569604,0.,9.441769502877165,0.,0.,0.,7.708470227454641,0,1,0,0,0,0,0
207.,681978.4,4.228309e6,1.,-0.8377129428239939,1.,9.423433587436891,0.,0.,0.,7.711503125834507,0,1,0,0,0,0,0
208.,682297.,4.228789e6,1.,-2.8318802330436976,0.,9.394493583599107,0.,0.,0.,7.704597343280097,0,0,0,0,0,0,0
209.,682319.4,4.228764e6,1.,-3.040457709933722,0.,9.392745258631441,0.,1.,0.,7.705190435603821,0,0,0,0,0,0,0
210.,682428.,4.228654e6,1.,-2.1385293450069836,0.,9.384209641955154,0.,1.,0.,7.707300177572193,0,0,0,0,0,0,0
211.,682490.3,4.228508e6,1.,-1.0479809633337347,0.,9.379914355947635,0.,0.,0.,7.7063044877028695,0,0,0,0,0,0,0
212.,682754.7,4.227521e6,1.,-1.7505004502169155,0.,9.359880439245758,0.,0.,0.,7.6146257716295445,0,0,0,0,0,0,0
213.,682249.3,4.228081e6,1.,0.23111172096338664,1.,9.401621670141608,1.,1.,1.,7.704439599899906,1,1,1,0,0,0,0
214.,682778.6,4.227348e6,1.,-1.1977886324623317,0.,9.358587948436385,0.,0.,0.,7.5946818902650435,0,0,0,0,0,0,0
215.,683722.5,4.227757e6,1.,-0.07540265604918672,0.,9.272187775302262,0.,0.,0.,7.461297842122746,0,0,0,0,0,0,0
216.,683140.8,4.229313e6,1.,-1.6982691261407161,0.,9.320180837655714,0.,0.,0.,7.6000007983475975,0,0,0,0,0,0,0
217.,683035.3,4.229464e6,1.,-1.3538078100855917,0.,9.329455852866344,0.,0.,0.,7.615261363774425,0,0,0,0,0,0,0
218.,682544.3,4.228921e6,1.,-0.6836940029699541,0.,9.373139262281274,0.,0.,0.,7.698453067966742,0,0,0,0,0,0,0
219.,682565.8,4.229014e6,1.,-2.3424908407299476,0.,9.37101259736508,0.,0.,0.,7.692929931923446,0,0,0,0,0,0,0
220.,682863.7,4.228857e6,1.,-1.353381965164132,0.,9.345919666218006,0.,0.,0.,7.665688768083043,0,0,0,0,0,0,0
221.,682906.9,4.228496e6,1.,-2.513306124309698,0.,9.344346651823917,0.,0.,0.,7.661075334410242,0,0,0,0,0,0,0
222.,683088.6,4.228407e6,1.,-1.9235871711010524,0.,9.329011901693681,0.,0.,0.,7.6310478283368655,0,0,0,0,0,0,0
223.,683146.1,4.228812e6,1.,-2.236413530993839,0.,9.321255432547337,0.,0.,0.,7.618566902113856,0,0,0,0,0,0,0
224.,683905.5,4.228065e6,1.,-1.2476460821159063,0.,9.254548626640503,0.,0.,0.,7.41902629643327,0,0,0,0,0,0,0
225.,683928.8,4.227934e6,1.,-1.1865291664089221,0.,9.252345666121213,0.,0.,0.,7.409124677976312,0,0,0,0,0,0,0
227.,684845.7,4.200405e6,1.,-0.7554801357472537,1.,8.995040974685022,1.,0.,0.,5.956286470209934,0,0,0,0,0,0,0
228.,678251.2,4.221073e6,1.,0.873842415609316,1.,9.2213792190914,0.,0.,0.,6.502705305594775,0,0,1,0,0,0,0
229.,686712.9,4.206386e6,1.,-0.2715226749723685,0.,7.639161171659173,0.,0.,0.,6.799422623269316,1,1,0,0,0,0,0
230.,686637.4,4.206458e6,1.,-1.3003148496537582,0.,7.646353722445999,0.,0.,0.,6.819066742154689,0,0,0,0,0,0,0
231.,686521.1,4.20757e6,1.,-1.7115481603838794,0.,7.277247726631484,0.,0.,0.,7.019940264344375,0,1,0,0,0,0,0
232.,686647.5,4.207914e6,1.,-0.38982111596084373,1.,7.013915474810528,0.,1.,1.,6.949109932191519,1,1,0,0,0,0,0
233.,687075.2,4.208011e6,1.,0.16551443847757333,1.,6.634633357861686,0.,1.,0.,6.812734231768086,1,1,0,0,0,0,0
234.,685996.1,4.207134e6,1.,-0.5105006765670507,1.,7.66105638236183,1.,1.,1.,7.045182805258974,1,0,0,0,0,0,1
235.,686009.,4.20706e6,1.,-0.692415448341276,1.,7.681560362559537,1.,1.,1.,7.02647648205402,0,0,0,1,1,0,1
236.,691845.1,4.211272e6,1.,1.2809338454620642,1.,8.019283792916793,0.,0.,0.,7.2291011721091545,0,0,0,0,0,0,0
